,Code,rcp,period,season,variable,parameter,value
4967,POK,RCP45,2075,spring,mean,Sbtm,27.9856157898903
4968,POUL,RCP45,2075,spring,mean,Sbtm,30.1304922699928
4969,NRIV,RCP45,2075,spring,mean,Sbtm,28.9756207764149
4970,BUCK,RCP45,2075,spring,mean,Sbtm,31.0669821500778
4971,PETITE,RCP45,2075,spring,mean,Sbtm,29.8053066134453
4972,RIM,RCP45,2075,spring,mean,Sbtm,32.3123888671398
4973,SEPT,RCP45,2075,spring,mean,Sbtm,26.9976288471371
4974,CH33,RCP45,2075,spring,mean,Sbtm,17.9609742164612
4975,CH38,RCP45,2075,spring,mean,Sbtm,14.6246473789215
4976,MELM,RCP45,2075,spring,mean,Sbtm,26.0121573209763
4977,GreatBay,RCP45,2075,spring,mean,Sbtm,31.0429426878691
4978,SUM,RCP45,2075,spring,mean,SSS,25.6761132478714
4979,TH,RCP45,2075,spring,mean,SSS,29.9775462448597
4980,MASI,RCP45,2075,spring,mean,SSS,30.2643400728703
4981,SAC,RCP45,2075,spring,mean,SSS,30.2534414827824
4982,PRJ,RCP45,2075,spring,mean,SSS,30.3797068893909
4983,HEB,RCP45,2075,spring,mean,SSS,30.3709835112095
4984,L3F,RCP45,2075,spring,mean,SSS,30.1385651826859
4985,SAM,RCP45,2075,spring,mean,SSS,30.2035974562168
4986,MASS,RCP45,2075,spring,mean,SSS,29.0693493485451
4987,PORT,RCP45,2075,spring,mean,SSS,29.9072466492653
4988,POK,RCP45,2075,spring,mean,SSS,27.8617394864559
4989,POUL,RCP45,2075,spring,mean,SSS,29.7629299163818
4990,NRIV,RCP45,2075,spring,mean,SSS,28.843108355999
4991,BUCK,RCP45,2075,spring,mean,SSS,31.0570175051689
4992,PETITE,RCP45,2075,spring,mean,SSS,29.8894679993391
4993,RIM,RCP45,2075,spring,mean,SSS,20.3081102371216
4994,SEPT,RCP45,2075,spring,mean,SSS,24.0502538084984
4995,CH33,RCP45,2075,spring,mean,SSS,17.3540431857109
4996,CH38,RCP45,2075,spring,mean,SSS,13.8647736907005
4997,MELM,RCP45,2075,spring,mean,SSS,25.9916275143623
4998,GreatBay,RCP45,2075,spring,mean,SSS,29.747982531786
4999,SUM,RCP45,2075,spring,mean,SST,11.0001020431519
5000,TH,RCP45,2075,spring,mean,SST,6.02359628677368
5001,MASI,RCP45,2075,spring,mean,SST,8.36757504940033
5002,SAC,RCP45,2075,spring,mean,SST,8.54396951198578
5003,PRJ,RCP45,2075,spring,mean,SST,7.16844046115875
5004,HEB,RCP45,2075,spring,mean,SST,7.50934052467346
5005,L3F,RCP45,2075,spring,mean,SST,6.19279277324677
5006,SAM,RCP45,2075,spring,mean,SST,6.6763561964035
5007,MASS,RCP45,2075,spring,mean,SST,9.75101268291473
5008,PORT,RCP45,2075,spring,mean,SST,8.89108622074127
5009,POK,RCP45,2075,spring,mean,SST,6.62040042877197
5010,POUL,RCP45,2075,spring,mean,SST,5.83811557292938
5011,NRIV,RCP45,2075,spring,mean,SST,6.34219431877136
5012,BUCK,RCP45,2075,spring,mean,SST,6.14839327335358
5013,PETITE,RCP45,2075,spring,mean,SST,6.83162271976471
5014,RIM,RCP45,2075,spring,mean,SST,5.84775942564011
5015,SEPT,RCP45,2075,spring,mean,SST,6.1374260187149
5016,CH33,RCP45,2075,spring,mean,SST,2.8743588924408
5017,CH38,RCP45,2075,spring,mean,SST,3.49978923797607
5018,MELM,RCP45,2075,spring,mean,SST,9.81397461891174
5019,GreatBay,RCP45,2075,spring,mean,SST,8.94618022441864
5020,SUM,RCP45,2075,spring,mean,Tbtm,11.0322308540344
5021,TH,RCP45,2075,spring,mean,Tbtm,4.59635508060455
5022,MASI,RCP45,2075,spring,mean,Tbtm,8.27605223655701
5023,SAC,RCP45,2075,spring,mean,Tbtm,8.18347191810608
5024,PRJ,RCP45,2075,spring,mean,Tbtm,4.61187571287155
5025,HEB,RCP45,2075,spring,mean,Tbtm,4.55275273323059
5026,L3F,RCP45,2075,spring,mean,Tbtm,4.12507027387619
5027,SAM,RCP45,2075,spring,mean,Tbtm,2.9573882818222
5028,MASS,RCP45,2075,spring,mean,Tbtm,7.3760279417038
5029,PORT,RCP45,2075,spring,mean,Tbtm,8.07502400875092
5030,POK,RCP45,2075,spring,mean,Tbtm,6.09502232074738
5031,POUL,RCP45,2075,spring,mean,Tbtm,3.48746943473816
5032,NRIV,RCP45,2075,spring,mean,Tbtm,6.20815634727478
5033,BUCK,RCP45,2075,spring,mean,Tbtm,6.14776599407196
5034,PETITE,RCP45,2075,spring,mean,Tbtm,6.3127304315567
5035,RIM,RCP45,2075,spring,mean,Tbtm,3.87481254339218
5036,SEPT,RCP45,2075,spring,mean,Tbtm,5.06253349781036
5037,CH33,RCP45,2075,spring,mean,Tbtm,3.22793996334076
5038,CH38,RCP45,2075,spring,mean,Tbtm,3.9749368429184
5039,MELM,RCP45,2075,spring,mean,Tbtm,9.78102600574493
5040,GreatBay,RCP45,2075,spring,mean,Tbtm,5.90409243106842
5041,SUM,RCP85,2075,spring,mean,Sbtm,25.6106483340263
5042,TH,RCP85,2075,spring,mean,Sbtm,30.2018424272537
5043,MASI,RCP85,2075,spring,mean,Sbtm,30.2411973178387
5044,SAC,RCP85,2075,spring,mean,Sbtm,30.2608291506767
5045,PRJ,RCP85,2075,spring,mean,Sbtm,30.5630659162998
5046,HEB,RCP85,2075,spring,mean,Sbtm,30.5751076936722
5047,L3F,RCP85,2075,spring,mean,Sbtm,30.3955897092819
5048,SAM,RCP85,2075,spring,mean,Sbtm,30.7670478224754
5049,MASS,RCP85,2075,spring,mean,Sbtm,30.377459526062
5050,PORT,RCP85,2075,spring,mean,Sbtm,30.270378112793
5051,POK,RCP85,2075,spring,mean,Sbtm,27.7135251164436
5052,POUL,RCP85,2075,spring,mean,Sbtm,30.0951086580753
5053,NRIV,RCP85,2075,spring,mean,Sbtm,28.957407951355
5054,BUCK,RCP85,2075,spring,mean,Sbtm,30.9525939822197
5055,PETITE,RCP85,2075,spring,mean,Sbtm,29.7903593182564
5056,RIM,RCP85,2075,spring,mean,Sbtm,32.3658125549555
5057,SEPT,RCP85,2075,spring,mean,Sbtm,26.6781519055367
5058,CH33,RCP85,2075,spring,mean,Sbtm,17.7394195199013
5059,CH38,RCP85,2075,spring,mean,Sbtm,14.3836687803268
5060,MELM,RCP85,2075,spring,mean,Sbtm,25.9715414047241
5061,GreatBay,RCP85,2075,spring,mean,Sbtm,31.0313241332769
5062,SUM,RCP85,2075,spring,mean,SSS,25.6290684938431
5063,TH,RCP85,2075,spring,mean,SSS,29.9413043260574
5064,MASI,RCP85,2075,spring,mean,SSS,30.2339734435081
5065,SAC,RCP85,2075,spring,mean,SSS,30.2240080535412
5066,PRJ,RCP85,2075,spring,mean,SSS,30.3489523530006
5067,HEB,RCP85,2075,spring,mean,SSS,30.3441691100597
5068,L3F,RCP85,2075,spring,mean,SSS,30.1054967939854
5069,SAM,RCP85,2075,spring,mean,SSS,30.1733617186546
5070,MASS,RCP85,2075,spring,mean,SSS,28.9474900066853
5071,PORT,RCP85,2075,spring,mean,SSS,29.8180474042892
5072,POK,RCP85,2075,spring,mean,SSS,27.542785525322
5073,POUL,RCP85,2075,spring,mean,SSS,29.7372328341007
5074,NRIV,RCP85,2075,spring,mean,SSS,28.8150145709515
5075,BUCK,RCP85,2075,spring,mean,SSS,30.9422621130943
5076,PETITE,RCP85,2075,spring,mean,SSS,29.8690511137247
5077,RIM,RCP85,2075,spring,mean,SSS,20.0570152997971
5078,SEPT,RCP85,2075,spring,mean,SSS,23.3729241192341
5079,CH33,RCP85,2075,spring,mean,SSS,17.0397334694862
5080,CH38,RCP85,2075,spring,mean,SSS,13.5853070020676
5081,MELM,RCP85,2075,spring,mean,SSS,25.9508878588676
5082,GreatBay,RCP85,2075,spring,mean,SSS,29.6439358890057
5083,SUM,RCP85,2075,spring,mean,SST,11.7073724269867
5084,TH,RCP85,2075,spring,mean,SST,6.69456028938293
5085,MASI,RCP85,2075,spring,mean,SST,9.0659966468811
5086,SAC,RCP85,2075,spring,mean,SST,9.23089003562927
5087,PRJ,RCP85,2075,spring,mean,SST,7.84721302986145
5088,HEB,RCP85,2075,spring,mean,SST,8.15997934341431
5089,L3F,RCP85,2075,spring,mean,SST,6.84905529022217
5090,SAM,RCP85,2075,spring,mean,SST,7.34131920337677
5091,MASS,RCP85,2075,spring,mean,SST,10.2879332304001
5092,PORT,RCP85,2075,spring,mean,SST,9.47044384479523
5093,POK,RCP85,2075,spring,mean,SST,7.13539600372314
5094,POUL,RCP85,2075,spring,mean,SST,6.51921248435974
5095,NRIV,RCP85,2075,spring,mean,SST,6.96274960041046
5096,BUCK,RCP85,2075,spring,mean,SST,6.67386829853058
5097,PETITE,RCP85,2075,spring,mean,SST,7.47984957695007
5098,RIM,RCP85,2075,spring,mean,SST,6.8615483045578
5099,SEPT,RCP85,2075,spring,mean,SST,6.82134294509888
5100,CH33,RCP85,2075,spring,mean,SST,3.67116367816925
5101,CH38,RCP85,2075,spring,mean,SST,4.17948091030121
5102,MELM,RCP85,2075,spring,mean,SST,10.5173287391663
5103,GreatBay,RCP85,2075,spring,mean,SST,9.51745164394379
5104,SUM,RCP85,2075,spring,mean,Tbtm,11.7397110462189
5105,TH,RCP85,2075,spring,mean,Tbtm,5.25519204139709
5106,MASI,RCP85,2075,spring,mean,Tbtm,8.97495293617249
5107,SAC,RCP85,2075,spring,mean,Tbtm,8.85523152351379
5108,PRJ,RCP85,2075,spring,mean,Tbtm,5.23223686218262
5109,HEB,RCP85,2075,spring,mean,Tbtm,5.177321434021
5110,L3F,RCP85,2075,spring,mean,Tbtm,4.74522829055786
5111,SAM,RCP85,2075,spring,mean,Tbtm,3.50749790668488
5112,MASS,RCP85,2075,spring,mean,Tbtm,7.88360857963562
5113,PORT,RCP85,2075,spring,mean,Tbtm,8.63234066963196
5114,POK,RCP85,2075,spring,mean,Tbtm,6.59946811199188
5115,POUL,RCP85,2075,spring,mean,Tbtm,4.12609958648682
5116,NRIV,RCP85,2075,spring,mean,Tbtm,6.82733750343323
5117,BUCK,RCP85,2075,spring,mean,Tbtm,6.67178130149841
5118,PETITE,RCP85,2075,spring,mean,Tbtm,6.92437338829041
5119,RIM,RCP85,2075,spring,mean,Tbtm,4.36887872219086
5120,SEPT,RCP85,2075,spring,mean,Tbtm,5.75563192367554
5121,CH33,RCP85,2075,spring,mean,Tbtm,4.20557355880737
5122,CH38,RCP85,2075,spring,mean,Tbtm,4.80725502967834
5123,MELM,RCP85,2075,spring,mean,Tbtm,10.4860899448395
5124,GreatBay,RCP85,2075,spring,mean,Tbtm,6.34492290019989
5125,SUM,RCP45,2075,spring,min,Sbtm,24.6746791601181
5126,TH,RCP45,2075,spring,min,Sbtm,30.1046497225761
5127,MASI,RCP45,2075,spring,min,Sbtm,30.2034740447998
5128,SAC,RCP45,2075,spring,min,Sbtm,30.2289619445801
5129,PRJ,RCP45,2075,spring,min,Sbtm,30.4935306608677
5130,HEB,RCP45,2075,spring,min,Sbtm,30.515757381916
5131,L3F,RCP45,2075,spring,min,Sbtm,30.2925083041191
5132,SAM,RCP45,2075,spring,min,Sbtm,30.4011329710484
5133,MASS,RCP45,2075,spring,min,Sbtm,30.2549747526646
5134,PORT,RCP45,2075,spring,min,Sbtm,30.0169734954834
5135,POK,RCP45,2075,spring,min,Sbtm,27.2480613589287
5136,POUL,RCP45,2075,spring,min,Sbtm,30.0820590853691
5137,NRIV,RCP45,2075,spring,min,Sbtm,28.8259048461914
5138,BUCK,RCP45,2075,spring,min,Sbtm,30.9661540985107
5139,PETITE,RCP45,2075,spring,min,Sbtm,29.445405960083
5140,RIM,RCP45,2075,spring,min,Sbtm,31.6232761442661
5141,SEPT,RCP45,2075,spring,min,Sbtm,22.4586654901505
5142,CH33,RCP45,2075,spring,min,Sbtm,13.13649725914
5143,CH38,RCP45,2075,spring,min,Sbtm,9.06351470947266
5144,MELM,RCP45,2075,spring,min,Sbtm,25.8390895724297
5145,GreatBay,RCP45,2075,spring,min,Sbtm,30.9096466004848
5146,SUM,RCP45,2075,spring,min,SSS,24.8053520321846
5147,TH,RCP45,2075,spring,min,SSS,29.8163318634033
5148,MASI,RCP45,2075,spring,min,SSS,30.1922599673271
5149,SAC,RCP45,2075,spring,min,SSS,30.1840740144253
5150,PRJ,RCP45,2075,spring,min,SSS,30.3232025206089
5151,HEB,RCP45,2075,spring,min,SSS,30.3285804688931
5152,L3F,RCP45,2075,spring,min,SSS,29.9690452516079
5153,SAM,RCP45,2075,spring,min,SSS,30.0966938138008
5154,MASS,RCP45,2075,spring,min,SSS,28.8700214326382
5155,PORT,RCP45,2075,spring,min,SSS,29.5234985351562
5156,POK,RCP45,2075,spring,min,SSS,26.9155422449112
5157,POUL,RCP45,2075,spring,min,SSS,29.6024612486362
5158,NRIV,RCP45,2075,spring,min,SSS,28.745810687542
5159,BUCK,RCP45,2075,spring,min,SSS,30.9618423581123
5160,PETITE,RCP45,2075,spring,min,SSS,29.4548492431641
5161,RIM,RCP45,2075,spring,min,SSS,18.1273784637451
5162,SEPT,RCP45,2075,spring,min,SSS,20.5495933294296
5163,CH33,RCP45,2075,spring,min,SSS,12.2706228494644
5164,CH38,RCP45,2075,spring,min,SSS,8.46351778507233
5165,MELM,RCP45,2075,spring,min,SSS,25.7710914611816
5166,GreatBay,RCP45,2075,spring,min,SSS,29.6251281797886
5167,SUM,RCP45,2075,spring,min,SST,3.0370569229126
5168,TH,RCP45,2075,spring,min,SST,2.58956480026245
5169,MASI,RCP45,2075,spring,min,SST,4.74065399169922
5170,SAC,RCP45,2075,spring,min,SST,4.75385594367981
5171,PRJ,RCP45,2075,spring,min,SST,3.89402782917023
5172,HEB,RCP45,2075,spring,min,SST,4.02997958660126
5173,L3F,RCP45,2075,spring,min,SST,2.80626702308655
5174,SAM,RCP45,2075,spring,min,SST,2.95280528068542
5175,MASS,RCP45,2075,spring,min,SST,5.23635637760162
5176,PORT,RCP45,2075,spring,min,SST,5.21152144670486
5177,POK,RCP45,2075,spring,min,SST,0.976759888231754
5178,POUL,RCP45,2075,spring,min,SST,2.02933257818222
5179,NRIV,RCP45,2075,spring,min,SST,1.88999974727631
5180,BUCK,RCP45,2075,spring,min,SST,1.93333983421326
5181,PETITE,RCP45,2075,spring,min,SST,1.0333810262382
5182,RIM,RCP45,2075,spring,min,SST,0.520159751176834
5183,SEPT,RCP45,2075,spring,min,SST,1.81585651636124
5184,CH33,RCP45,2075,spring,min,SST,-1.18544292449951
5185,CH38,RCP45,2075,spring,min,SST,-1.01499112695456
5186,MELM,RCP45,2075,spring,min,SST,2.8242404460907
5187,GreatBay,RCP45,2075,spring,min,SST,5.0097713470459
5188,SUM,RCP45,2075,spring,min,Tbtm,3.20807504653931
5189,TH,RCP45,2075,spring,min,Tbtm,2.17348039150238
5190,MASI,RCP45,2075,spring,min,Tbtm,4.72452235221863
5191,SAC,RCP45,2075,spring,min,Tbtm,4.66604375839233
5192,PRJ,RCP45,2075,spring,min,Tbtm,3.13863605260849
5193,HEB,RCP45,2075,spring,min,Tbtm,3.19600594043732
5194,L3F,RCP45,2075,spring,min,Tbtm,2.09409838914871
5195,SAM,RCP45,2075,spring,min,Tbtm,1.6153130531311
5196,MASS,RCP45,2075,spring,min,Tbtm,4.94594395160675
5197,PORT,RCP45,2075,spring,min,Tbtm,4.94042843580246
5198,POK,RCP45,2075,spring,min,Tbtm,0.981867745518684
5199,POUL,RCP45,2075,spring,min,Tbtm,1.35172900557518
5200,NRIV,RCP45,2075,spring,min,Tbtm,2.0457216501236
5201,BUCK,RCP45,2075,spring,min,Tbtm,1.98521929979324
5202,PETITE,RCP45,2075,spring,min,Tbtm,1.13212524354458
5203,RIM,RCP45,2075,spring,min,Tbtm,3.2566220164299
5204,SEPT,RCP45,2075,spring,min,Tbtm,2.17379230260849
5205,CH33,RCP45,2075,spring,min,Tbtm,-0.834502369165421
5206,CH38,RCP45,2075,spring,min,Tbtm,-0.689610600471497
5207,MELM,RCP45,2075,spring,min,Tbtm,2.8484445810318
5208,GreatBay,RCP45,2075,spring,min,Tbtm,4.55726075172424
5209,SUM,RCP85,2075,spring,min,Sbtm,24.6074832677841
5210,TH,RCP85,2075,spring,min,Sbtm,30.0553878843784
5211,MASI,RCP85,2075,spring,min,Sbtm,30.1663002073765
5212,SAC,RCP85,2075,spring,min,Sbtm,30.1939014494419
5213,PRJ,RCP85,2075,spring,min,Sbtm,30.4534347653389
5214,HEB,RCP85,2075,spring,min,Sbtm,30.4766204953194
5215,L3F,RCP85,2075,spring,min,Sbtm,30.2399478852749
5216,SAM,RCP85,2075,spring,min,Sbtm,30.3584331572056
5217,MASS,RCP85,2075,spring,min,Sbtm,30.2428031861782
5218,PORT,RCP85,2075,spring,min,Sbtm,29.9771305024624
5219,POK,RCP85,2075,spring,min,Sbtm,26.9364258050919
5220,POUL,RCP85,2075,spring,min,Sbtm,30.0373539030552
5221,NRIV,RCP85,2075,spring,min,Sbtm,28.813549041748
5222,BUCK,RCP85,2075,spring,min,Sbtm,30.8440601229668
5223,PETITE,RCP85,2075,spring,min,Sbtm,29.425073236227
5224,RIM,RCP85,2075,spring,min,Sbtm,31.7260707914829
5225,SEPT,RCP85,2075,spring,min,Sbtm,22.1025508642197
5226,CH33,RCP85,2075,spring,min,Sbtm,12.4710869789124
5227,CH38,RCP85,2075,spring,min,Sbtm,8.46950554847717
5228,MELM,RCP85,2075,spring,min,Sbtm,25.7672855257988
5229,GreatBay,RCP85,2075,spring,min,Sbtm,30.879080593586
5230,SUM,RCP85,2075,spring,min,SSS,24.7361572384834
5231,TH,RCP85,2075,spring,min,SSS,29.7648037075996
5232,MASI,RCP85,2075,spring,min,SSS,30.1566200256348
5233,SAC,RCP85,2075,spring,min,SSS,30.1527847349644
5234,PRJ,RCP85,2075,spring,min,SSS,30.2899921536446
5235,HEB,RCP85,2075,spring,min,SSS,30.3002487123013
5236,L3F,RCP85,2075,spring,min,SSS,29.926443874836
5237,SAM,RCP85,2075,spring,min,SSS,30.0557994842529
5238,MASS,RCP85,2075,spring,min,SSS,28.7212505340576
5239,PORT,RCP85,2075,spring,min,SSS,29.4601108431816
5240,POK,RCP85,2075,spring,min,SSS,26.6486854553223
5241,POUL,RCP85,2075,spring,min,SSS,29.552827835083
5242,NRIV,RCP85,2075,spring,min,SSS,28.7167110443115
5243,BUCK,RCP85,2075,spring,min,SSS,30.8386470675468
5244,PETITE,RCP85,2075,spring,min,SSS,29.3559432923794
5245,RIM,RCP85,2075,spring,min,SSS,17.5701364278793
5246,SEPT,RCP85,2075,spring,min,SSS,20.1042358875275
5247,CH33,RCP85,2075,spring,min,SSS,11.5812449455261
5248,CH38,RCP85,2075,spring,min,SSS,7.87172067165375
5249,MELM,RCP85,2075,spring,min,SSS,25.6992565095425
5250,GreatBay,RCP85,2075,spring,min,SSS,29.5019489228725
5251,SUM,RCP85,2075,spring,min,SST,3.61148619651794
5252,TH,RCP85,2075,spring,min,SST,3.2677036523819
5253,MASI,RCP85,2075,spring,min,SST,5.43088042736053
5254,SAC,RCP85,2075,spring,min,SST,5.44289314746857
5255,PRJ,RCP85,2075,spring,min,SST,4.54780554771423
5256,HEB,RCP85,2075,spring,min,SST,4.70387089252472
5257,L3F,RCP85,2075,spring,min,SST,3.44766175746918
5258,SAM,RCP85,2075,spring,min,SST,3.60889995098114
5259,MASS,RCP85,2075,spring,min,SST,5.74211084842682
5260,PORT,RCP85,2075,spring,min,SST,5.77897715568542
5261,POK,RCP85,2075,spring,min,SST,1.46279446035624
5262,POUL,RCP85,2075,spring,min,SST,2.6659968495369
5263,NRIV,RCP85,2075,spring,min,SST,2.46616530418396
5264,BUCK,RCP85,2075,spring,min,SST,2.41011118888855
5265,PETITE,RCP85,2075,spring,min,SST,1.59948698803782
5266,RIM,RCP85,2075,spring,min,SST,1.21844139695168
5267,SEPT,RCP85,2075,spring,min,SST,2.42616021633148
5268,CH33,RCP85,2075,spring,min,SST,-0.838333457708359
5269,CH38,RCP85,2075,spring,min,SST,-1.04614014551044
5270,MELM,RCP85,2075,spring,min,SST,3.43847370147705
5271,GreatBay,RCP85,2075,spring,min,SST,5.567342877388
5272,SUM,RCP85,2075,spring,min,Tbtm,3.78282701969147
5273,TH,RCP85,2075,spring,min,Tbtm,2.82715964317322
5274,MASI,RCP85,2075,spring,min,Tbtm,5.41486668586731
5275,SAC,RCP85,2075,spring,min,Tbtm,5.34118640422821
5276,PRJ,RCP85,2075,spring,min,Tbtm,3.77319157123566
5277,HEB,RCP85,2075,spring,min,Tbtm,3.84709680080414
5278,L3F,RCP85,2075,spring,min,Tbtm,2.72889530658722
5279,SAM,RCP85,2075,spring,min,Tbtm,2.0834863781929
5280,MASS,RCP85,2075,spring,min,Tbtm,5.43343114852905
5281,PORT,RCP85,2075,spring,min,Tbtm,5.4589638710022
5282,POK,RCP85,2075,spring,min,Tbtm,1.48735804855824
5283,POUL,RCP85,2075,spring,min,Tbtm,1.95563730597496
5284,NRIV,RCP85,2075,spring,min,Tbtm,2.62168598175049
5285,BUCK,RCP85,2075,spring,min,Tbtm,2.4585999250412
5286,PETITE,RCP85,2075,spring,min,Tbtm,1.56364594399929
5287,RIM,RCP85,2075,spring,min,Tbtm,3.64463728666306
5288,SEPT,RCP85,2075,spring,min,Tbtm,2.8978431224823
5289,CH33,RCP85,2075,spring,min,Tbtm,-0.107733607292175
5290,CH38,RCP85,2075,spring,min,Tbtm,-0.429147690534592
5291,MELM,RCP85,2075,spring,min,Tbtm,3.46407997608185
5292,GreatBay,RCP85,2075,spring,min,Tbtm,5.03668975830078
5293,SUM,RCP45,2075,summer,max,Sbtm,25.7228706479073
5294,TH,RCP45,2075,summer,max,Sbtm,30.5882396697998
5295,MASI,RCP45,2075,summer,max,Sbtm,30.5281646698713
5296,SAC,RCP45,2075,summer,max,Sbtm,30.5244441926479
5297,PRJ,RCP45,2075,summer,max,Sbtm,31.0558113157749
5298,HEB,RCP45,2075,summer,max,Sbtm,31.016752243042
5299,L3F,RCP45,2075,summer,max,Sbtm,30.8692455291748
5300,SAM,RCP45,2075,summer,max,Sbtm,31.6173301711679
5301,MASS,RCP45,2075,summer,max,Sbtm,30.9730255156755
5302,PORT,RCP45,2075,summer,max,Sbtm,30.6781063079834
5303,POK,RCP45,2075,summer,max,Sbtm,27.2356361392885
5304,POUL,RCP45,2075,summer,max,Sbtm,30.3490257263184
5305,NRIV,RCP45,2075,summer,max,Sbtm,29.1102638244629
5306,BUCK,RCP45,2075,summer,max,Sbtm,31.0499427765608
5307,PETITE,RCP45,2075,summer,max,Sbtm,29.2837657928467
5308,RIM,RCP45,2075,summer,max,Sbtm,32.9797248840332
5309,SEPT,RCP45,2075,summer,max,Sbtm,29.9700179994106
5310,CH33,RCP45,2075,summer,max,Sbtm,14.5551843643188
5311,CH38,RCP45,2075,summer,max,Sbtm,11.1002252697945
5312,MELM,RCP45,2075,summer,max,Sbtm,26.753034979105
5313,GreatBay,RCP45,2075,summer,max,Sbtm,31.330277249217
5314,SUM,RCP45,2075,summer,max,SSS,25.7268684506416
5315,TH,RCP45,2075,summer,max,SSS,30.2268631011248
5316,MASI,RCP45,2075,summer,max,SSS,30.5119670927525
5317,SAC,RCP45,2075,summer,max,SSS,30.473247140646
5318,PRJ,RCP45,2075,summer,max,SSS,30.6191135346889
5319,HEB,RCP45,2075,summer,max,SSS,30.5648181885481
5320,L3F,RCP45,2075,summer,max,SSS,30.4094291627407
5321,SAM,RCP45,2075,summer,max,SSS,30.4087871611118
5322,MASS,RCP45,2075,summer,max,SSS,30.2636505067348
5323,PORT,RCP45,2075,summer,max,SSS,30.4365543425083
5324,POK,RCP45,2075,summer,max,SSS,27.0011081695557
5325,POUL,RCP45,2075,summer,max,SSS,29.7545494139194
5326,NRIV,RCP45,2075,summer,max,SSS,29.0200603455305
5327,BUCK,RCP45,2075,summer,max,SSS,31.0411293059587
5328,PETITE,RCP45,2075,summer,max,SSS,28.8164108246565
5329,RIM,RCP45,2075,summer,max,SSS,22.7980217039585
5330,SEPT,RCP45,2075,summer,max,SSS,26.3221153020859
5331,CH33,RCP45,2075,summer,max,SSS,14.7726394534111
5332,CH38,RCP45,2075,summer,max,SSS,11.2061037123203
5333,MELM,RCP45,2075,summer,max,SSS,26.745258718729
5334,GreatBay,RCP45,2075,summer,max,SSS,30.2937999665737
5335,SUM,RCP45,2075,summer,max,SST,21.6140228509903
5336,TH,RCP45,2075,summer,max,SST,15.7253370285034
5337,MASI,RCP45,2075,summer,max,SST,15.833709359169
5338,SAC,RCP45,2075,summer,max,SST,16.3212016820908
5339,PRJ,RCP45,2075,summer,max,SST,15.2261053323746
5340,HEB,RCP45,2075,summer,max,SST,15.2690712213516
5341,L3F,RCP45,2075,summer,max,SST,15.3154590725899
5342,SAM,RCP45,2075,summer,max,SST,15.9516065716743
5343,MASS,RCP45,2075,summer,max,SST,18.7504949569702
5344,PORT,RCP45,2075,summer,max,SST,16.2514501810074
5345,POK,RCP45,2075,summer,max,SST,18.1485811471939
5346,POUL,RCP45,2075,summer,max,SST,17.2118088006973
5347,NRIV,RCP45,2075,summer,max,SST,18.7435829043388
5348,BUCK,RCP45,2075,summer,max,SST,15.4608972668648
5349,PETITE,RCP45,2075,summer,max,SST,18.1657991409302
5350,RIM,RCP45,2075,summer,max,SST,16.5337356328964
5351,SEPT,RCP45,2075,summer,max,SST,13.5284698009491
5352,CH33,RCP45,2075,summer,max,SST,14.9670966863632
5353,CH38,RCP45,2075,summer,max,SST,15.5362619161606
5354,MELM,RCP45,2075,summer,max,SST,20.9630626440048
5355,GreatBay,RCP45,2075,summer,max,SST,17.3123639822006
5356,SUM,RCP45,2075,summer,max,Tbtm,21.6537326574326
5357,TH,RCP45,2075,summer,max,Tbtm,14.2969840764999
5358,MASI,RCP45,2075,summer,max,Tbtm,15.7564935684204
5359,SAC,RCP45,2075,summer,max,Tbtm,15.8641937375069
5360,PRJ,RCP45,2075,summer,max,Tbtm,10.9933751225471
5361,HEB,RCP45,2075,summer,max,Tbtm,10.583019733429
5362,L3F,RCP45,2075,summer,max,Tbtm,12.7097951769829
5363,SAM,RCP45,2075,summer,max,Tbtm,10.8480111956596
5364,MASS,RCP45,2075,summer,max,Tbtm,14.3214156627655
5365,PORT,RCP45,2075,summer,max,Tbtm,14.9525172710419
5366,POK,RCP45,2075,summer,max,Tbtm,17.7831203341484
5367,POUL,RCP45,2075,summer,max,Tbtm,13.6163017749786
5368,NRIV,RCP45,2075,summer,max,Tbtm,18.6554161310196
5369,BUCK,RCP45,2075,summer,max,Tbtm,15.4024171829224
5370,PETITE,RCP45,2075,summer,max,Tbtm,17.7806663513184
5371,RIM,RCP45,2075,summer,max,Tbtm,4.56978237628937
5372,SEPT,RCP45,2075,summer,max,Tbtm,13.0028740167618
5373,CH33,RCP45,2075,summer,max,Tbtm,14.6612739562988
5374,CH38,RCP45,2075,summer,max,Tbtm,15.4315782785416
5375,MELM,RCP45,2075,summer,max,Tbtm,20.9793297052383
5376,GreatBay,RCP45,2075,summer,max,Tbtm,9.10303223133087
5377,SUM,RCP85,2075,summer,max,Sbtm,25.5636455416679
5378,TH,RCP85,2075,summer,max,Sbtm,30.5421291291714
5379,MASI,RCP85,2075,summer,max,Sbtm,30.4890384674072
5380,SAC,RCP85,2075,summer,max,Sbtm,30.4863006472588
5381,PRJ,RCP85,2075,summer,max,Sbtm,30.9632053375244
5382,HEB,RCP85,2075,summer,max,Sbtm,30.9153022766113
5383,L3F,RCP85,2075,summer,max,Sbtm,30.8162460327148
5384,SAM,RCP85,2075,summer,max,Sbtm,31.6260425597429
5385,MASS,RCP85,2075,summer,max,Sbtm,31.0175861418247
